"tx","tx_name","protein","gid","name","corr","stat","padj","pval","gCorr","tx_type"
"ENST00000510187.5","SQSTM1-213","ENSP00000424477.1","ENSG00000161011.20","SQSTM1",-0.630839181192076,-27.4268809648084,9.29709905398025e-123,1.51668037879578e-127,-0.343535618132035,"protein_coding"
"ENST00000361042.8","WASF3-202","ENSP00000354325.4","ENSG00000132970.14","WASF3",-0.629248196215596,-27.3122733010312,6.17817634907345e-122,1.00808934325514e-126,-0.394189470766751,"protein_coding"
"ENST00000572584.2","NAA60-214","ENSP00000459057.1","ENSG00000122390.19","NAA60",-0.6273585033099,-27.1768860459315,5.77561939887935e-121,9.42619695599842e-126,-0.306940127272496,"protein_coding"
"ENST00000250373.9","NFATC4-201","ENSP00000250373.4","ENSG00000100968.14","NFATC4",-0.626974463516123,-27.1494685991578,9.07960818054558e-121,1.48190112298769e-125,-0.262997882172127,"protein_coding"
"ENST00000451013.7","GTF2IRD2-201","ENSP00000406723.3","ENSG00000196275.16","GTF2IRD2",-0.624443383945814,-26.9695811158518,1.76210597087733e-119,2.87676680469092e-124,-0.330835880949674,"protein_coding"
"ENST00000572043.5","CTDNEP1-207","ENSP00000459866.1","ENSG00000175826.12","CTDNEP1",-0.622844365879455,-26.8566559333233,1.1314100394869e-118,1.84738103240628e-123,-0.349291487070227,"protein_coding"
"ENST00000588072.6","MPPE1-211","ENSP00000465894.1","ENSG00000154889.17","MPPE1",-0.615878710260814,-26.3710701459921,3.29214130216145e-115,5.37957955808529e-120,-0.294638754821971,"protein_coding"
"ENST00000675207.1","INF2-227","ENSP00000502644.1","ENSG00000203485.14","INF2",-0.614569232083785,-26.280911192298,1.44202653615941e-114,2.35675312755881e-119,-0.262033424049439,"protein_coding"
"ENST00000440177.6","ERF-202","ENSP00000388173.2","ENSG00000105722.10","ERF",-0.612145194860833,-26.1149327066097,2.18064078527034e-113,3.56459466329439e-118,-0.381700525724926,"protein_coding"
"ENST00000278845.8","EML3-201","ENSP00000278845.4","ENSG00000149499.12","EML3",-0.611257401105308,-26.0544393409337,5.86193544588415e-113,9.58318011719032e-118,-0.325959449249614,"protein_coding"
"ENST00000591859.5","ACBD4-214","ENSP00000465610.1","ENSG00000181513.15","ACBD4",-0.607807028561398,-25.820817272625,2.656037055373e-111,4.34362048697095e-116,-0.330066021989483,"protein_coding"
"ENST00000635682.1","HSPG2-214","ENSP00000489161.1","ENSG00000142798.20","HSPG2",-0.60660576893918,-25.7400278673376,9.91087396436498e-111,1.6208540156944e-115,-0.395698417660424,"protein_coding"
"ENST00000566625.2","ZNF771-204","ENSP00000460549.1","ENSG00000179965.12","ZNF771",-0.604306406460302,-25.586162928495,1.21290508046316e-109,1.98436771831088e-114,-0.0922187070217655,"protein_coding"
"ENST00000546079.5","CLPTM1-203","ENSP00000443192.1","ENSG00000104853.16","CLPTM1",-0.602769741987762,-25.4838972704402,6.39521280252502e-109,1.04643989961793e-113,-0.378755968221897,"protein_coding"
"ENST00000308664.10","ATP2A2-201","ENSP00000311186.6","ENSG00000174437.18","ATP2A2",-0.601974801066651,-25.4311686915031,1.50596120080798e-108,2.46446593812162e-113,-0.230394080620095,"protein_coding"
"ENST00000585038.1","MICAL3-219","ENSP00000462033.1","ENSG00000243156.9","MICAL3",-0.601430533304068,-25.3951357353015,2.70327418877918e-108,4.42405438069387e-113,-0.136877477478321,"protein_coding"
"ENST00000683086.1","DMPK-228","ENSP00000508381.1","ENSG00000104936.20","DMPK",-0.60032141109889,-25.3218781514118,8.87387218068606e-108,1.45249487358596e-112,-0.38008611782076,"protein_coding"
"ENST00000426086.3","VEGFB-202","ENSP00000401550.2","ENSG00000173511.10","VEGFB",-0.597957702472471,-25.1665151808866,1.10049439917066e-106,1.80172625928399e-111,-0.369459048798819,"protein_coding"
"ENST00000289921.8","FHIP2B-201","ENSP00000289921.6","ENSG00000158863.22","FHIP2B",-0.597839453372885,-25.1587698183771,1.24752626034286e-106,2.04247983814873e-111,-0.386797281971662,"protein_coding"
"ENST00000397983.7","MAP2K7-203","ENSP00000381070.2","ENSG00000076984.18","MAP2K7",-0.597434504011332,-25.1322648277528,1.91580957135572e-106,3.13702014271212e-111,-0.235178950334081,"protein_coding"
"ENST00000354227.9","DMPK-203","ENSP00000346168.5","ENSG00000104936.20","DMPK",-0.597200930427461,-25.1169904289072,2.45310408300818e-106,4.01687257738362e-111,-0.38008611782076,"protein_coding"
"ENST00000461346.1","KIAA1614-203","ENSP00000491403.1","ENSG00000135835.12","KIAA1614",-0.597196261632152,-25.1166852172466,2.46521128953256e-106,4.03676380738601e-111,-0.368200932603383,"protein_coding"
"ENST00000397408.5","TSPAN4-206","ENSP00000380555.1","ENSG00000214063.12","TSPAN4",-0.596033235825507,-25.0407784172096,8.41582089510308e-106,1.37828707748167e-110,-0.340184633971014,"protein_coding"
"ENST00000446597.6","C2CD5-203","ENSP00000388756.1","ENSG00000111731.13","C2CD5",-0.594293549423255,-24.9276906510691,5.23185149514116e-105,8.57062364055626e-110,-0.0544435533864702,"protein_coding"
"ENST00000540079.6","KIFC3-205","ENSP00000438805.2","ENSG00000140859.16","KIFC3",-0.592102145898117,-24.7860083663454,5.14557102575608e-104,8.43121583771273e-109,-0.333534576439239,"protein_coding"
"ENST00000359692.10","DNM2-202","ENSP00000352721.6","ENSG00000079805.19","DNM2",-0.588794776969035,-24.5737744044583,1.56810423371847e-102,2.57057839696808e-107,-0.195264159252596,"protein_coding"
"ENST00000439741.4","MTMR11-202","ENSP00000391668.2","ENSG00000014914.21","MTMR11",-0.587967444381641,-24.5209813908256,3.66327730150124e-102,6.00635727414533e-107,-0.316422323340031,"protein_coding"
"ENST00000383847.7","FAM131A-203","ENSP00000373360.2","ENSG00000175182.15","FAM131A",-0.587401976870739,-24.4849659834198,6.53342514264735e-102,1.07131674061611e-106,-0.205308424185345,"protein_coding"
"ENST00000462827.2","CDK16-206","ENSP00000430824.1","ENSG00000102225.17","CDK16",-0.586584514391418,-24.4329974081037,1.5049509820684e-101,2.46798239077125e-106,0.31232951458285,"protein_coding"
"ENST00000452929.6","KLC1-208","ENSP00000414982.2","ENSG00000126214.22","KLC1",-0.585637313834288,-24.3729233386482,3.94572909979336e-101,6.47137882928781e-106,0.0932125316106354,"protein_coding"
"ENST00000544767.5","STARD10-219","ENSP00000438357.1","ENSG00000214530.10","STARD10",-0.584003638523868,-24.2696677257581,2.06489797390304e-100,3.38713313633358e-105,-0.317939886133424,"protein_coding"
"ENST00000593945.6","TEAD2-204","ENSP00000469640.2","ENSG00000074219.14","TEAD2",-0.583980995769327,-24.2682397568327,2.11264181565118e-100,3.46550607862469e-105,-0.354441847065883,"protein_coding"
"ENST00000601449.5","HNRNPL-212","ENSP00000469349.1","ENSG00000104824.18","HNRNPL",-0.583412104097349,-24.2323906919478,3.7508723172902e-100,6.15330859013764e-105,-0.311754237865204,"protein_coding"
"ENST00000269445.10","DYM-201","ENSP00000269445.6","ENSG00000141627.14","DYM",-0.583346876620776,-24.2282838005533,4.0057377172401e-100,6.57152325815359e-105,-0.388102535474959,"protein_coding"
"ENST00000356800.6","SMARCD3-202","ENSP00000349254.2","ENSG00000082014.17","SMARCD3",-0.583246235291537,-24.2219485548547,4.43327473249191e-100,7.27302884503636e-105,-0.398517679335861,"protein_coding"
"ENST00000535648.5","TNC-210","ENSP00000438152.2","ENSG00000041982.16","TNC",-0.5817021877597,-24.1249640001682,2.09176713623435e-99,3.43239003681262e-104,-0.391007463185777,"protein_coding"
"ENST00000543766.2","VPS13D-212","ENSP00000441122.2","ENSG00000048707.15","VPS13D",-0.578807544863459,-23.9442052450789,3.74931496676564e-98,6.15529775211065e-103,-0.345705219969846,"protein_coding"
"ENST00000409134.8","ALDH7A1-201","ENSP00000387123.3","ENSG00000164904.18","ALDH7A1",-0.57816860569089,-23.9044902962917,7.06245415843662e-98,1.15952816681497e-102,-0.333380095208882,"protein_coding"
"ENST00000291270.9","DMPK-201","ENSP00000291270.4","ENSG00000104936.20","DMPK",-0.57711593073016,-23.8392024613727,1.99855150730423e-97,3.28158600260128e-102,-0.38008611782076,"protein_coding"
"ENST00000662438.1","OBSCN-217","ENSP00000499633.1","ENSG00000154358.23","OBSCN",-0.577080961757692,-23.8370367185911,2.06865718878142e-97,3.39675405786673e-102,-0.278030599822282,"protein_coding"
"ENST00000340951.9","EXD3-201","ENSP00000340474.4","ENSG00000187609.16","EXD3",-0.576669088465323,-23.8115428403048,3.10431493712255e-97,5.09764838517915e-102,-0.221221928843246,"protein_coding"
"ENST00000219476.9","TSC2-201","ENSP00000219476.3","ENSG00000103197.18","TSC2",-0.576548730886045,-23.804098160171,3.49481540796743e-97,5.73908433856217e-102,-0.141091500217602,"protein_coding"
"ENST00000397103.5","FGFR1-207","ENSP00000380292.1","ENSG00000077782.22","FGFR1",-0.576032316178722,-23.7721818155335,5.80771972136673e-97,9.53789512631871e-102,-0.369170018689975,"protein_coding"
"ENST00000533797.1","FAT3-206","ENSP00000436399.1","ENSG00000165323.16","FAT3",-0.573822712613382,-23.6360995537136,5.0511614239087e-96,8.29773207594162e-101,-0.37086040578162,"protein_coding"
"ENST00000457269.8","ISYNA1-202","ENSP00000415458.3","ENSG00000105655.19","ISYNA1",-0.573160336416885,-23.5954563569404,9.62914746338815e-96,1.58199803890255e-100,-0.167907711737214,"protein_coding"
"ENST00000577247.5","TMEM94-205","ENSP00000464437.1","ENSG00000177728.17","TMEM94",-0.572429539880393,-23.5506948168248,1.95867990159173e-95,3.21854854343324e-100,-0.0981154018495619,"protein_coding"
"ENST00000273588.9","AMT-201","ENSP00000273588.3","ENSG00000145020.16","AMT",-0.571844980111849,-23.5149504379334,3.45223763917253e-95,5.67326360975584e-100,-0.222036347464301,"protein_coding"
"ENST00000308482.14","LRRFIP1-203","ENSP00000310109.9","ENSG00000124831.19","LRRFIP1",-0.570309013668355,-23.4212830742894,1.52216170073302e-94,2.5021561967535e-99,-0.197138767997039,"protein_coding"
"ENST00000525752.5","WDR74-205","ENSP00000432113.1","ENSG00000133316.16","WDR74",-0.570216615737193,-23.4156600435363,1.66385267867446e-94,2.73511528064449e-99,-0.0598771170192312,"protein_coding"
"ENST00000373980.11","PRKG1-203","ENSP00000363092.5","ENSG00000185532.20","PRKG1",-0.566002257598596,-23.1605766056825,9.36049094128898e-93,1.53952910993059e-97,-0.364805285479642,"protein_coding"
"ENST00000347631.8","ST3GAL3-205","ENSP00000317192.6","ENSG00000126091.21","ST3GAL3",-0.565731942776117,-23.1443070904344,1.20977643648678e-92,1.98976387580063e-97,-0.395695382048084,"protein_coding"
"ENST00000681320.1","COL7A1-211","ENSP00000506558.1","ENSG00000114270.18","COL7A1",-0.564901378784329,-23.0943862819219,2.6568061729923e-92,4.37003449732269e-97,-0.339564130372059,"protein_coding"
"ENST00000514960.5","ANK2-222","ENSP00000422853.1","ENSG00000145362.21","ANK2",-0.562800278527113,-22.9685593773357,1.92422624252948e-91,3.16614766356146e-96,-0.218508271673483,"protein_coding"
"ENST00000397404.5","TSPAN4-204","ENSP00000380553.1","ENSG00000214063.12","TSPAN4",-0.56256627381439,-22.954586199897,2.39687750678602e-91,3.94398418176825e-96,-0.340184633971014,"protein_coding"
"ENST00000400721.8","ARHGDIA-202","ENSP00000383556.4","ENSG00000141522.12","ARHGDIA",-0.560903243211959,-22.8555131254968,1.13604741461876e-90,1.86966757943906e-95,-0.344523307617462,"protein_coding"
"ENST00000534176.1","UBXN1-217","ENSP00000435625.1","ENSG00000162191.14","UBXN1",-0.560427246187682,-22.8272306481726,1.77046207215309e-90,2.91405305180244e-95,-0.336222637421453,"protein_coding"
"ENST00000691864.1","CHPF-205","ENSP00000509104.1","ENSG00000123989.15","CHPF",-0.559033231074169,-22.744591355349,6.46586142183978e-90,1.0644970319619e-94,-0.387690265777636,"protein_coding"
"ENST00000443089.5","THOC5-210","ENSP00000393247.1","ENSG00000100296.14","THOC5",-0.558897713540329,-22.7365726732843,7.33093988408113e-90,1.20697749087575e-94,-0.191074778577718,"protein_coding"
"ENST00000675819.1","PMP22-224","ENSP00000502018.1","ENSG00000109099.16","PMP22",-0.558699272840453,-22.7248355559872,8.81019215315126e-90,1.45057167958892e-94,-0.398935799413487,"protein_coding"
"ENST00000358161.9","SPTAN1-201","ENSP00000350882.6","ENSG00000197694.18","SPTAN1",-0.557927476721817,-22.6792402321565,1.79840679796283e-89,2.9617542497041e-94,-0.341484601689263,"protein_coding"
"ENST00000650409.1","INPP5F-220","ENSP00000496955.1","ENSG00000198825.15","INPP5F",-0.557114020240418,-22.631276220806,3.80810307411705e-89,6.27209597976949e-94,-0.347420132121063,"protein_coding"
"ENST00000389221.9","UNKL-204","ENSP00000373873.6","ENSG00000059145.19","UNKL",-0.55659881313898,-22.6009468430559,6.11748905018926e-89,1.00770735667868e-93,-0.129468395190977,"protein_coding"
"ENST00000651655.1","EIF3F-209","ENSP00000499218.1","ENSG00000175390.15","EIF3F",-0.556595354782869,-22.6007433832124,6.13687234267611e-89,1.01091693451654e-93,-0.380703943533438,"protein_coding"
"ENST00000383814.8","IL17RE-201","ENSP00000373325.3","ENSG00000163701.19","IL17RE",-0.555405889160511,-22.5308662315971,1.82762791419302e-88,3.01126639677232e-93,-0.332122971959982,"protein_coding"
"ENST00000430701.5","IFT27-204","ENSP00000390016.1","ENSG00000100360.15","IFT27",-0.55398610209734,-22.4477201601266,6.68544700741446e-88,1.10171830318949e-92,-0.161990900535979,"protein_coding"
"ENST00000471622.5","PCBP4-210","ENSP00000418925.1","ENSG00000090097.22","PCBP4",-0.553396747113567,-22.4132892757088,1.1432681887812e-87,1.88412496709108e-92,-0.317299385735109,"protein_coding"
"ENST00000249364.9","CALU-201","ENSP00000249364.4","ENSG00000128595.17","CALU",-0.552991616265333,-22.389649158624,1.6521558294299e-87,2.72291487479383e-92,-0.225470478209105,"protein_coding"
"ENST00000430297.7","RETREG2-203","ENSP00000395249.2","ENSG00000144567.11","RETREG2",-0.55256863379936,-22.3649917773094,2.42530568328959e-87,3.99733931615313e-92,-0.244918162325284,"protein_coding"
"ENST00000404867.7","SLIT3-202","ENSP00000384890.4","ENSG00000184347.15","SLIT3",-0.551702400944508,-22.3145730846202,5.31389563202344e-87,8.75969805651458e-92,-0.340596372710877,"protein_coding"
"ENST00000667949.2","AMPD2-231","ENSP00000499465.2","ENSG00000116337.20","AMPD2",-0.550610112100225,-22.251144818733,1.42394923268193e-86,2.34800763901711e-91,-0.228989759320084,"protein_coding"
"ENST00000376768.5","FBXO44-205","ENSP00000365959.1","ENSG00000132879.14","FBXO44",-0.549945904861574,-22.2126551408155,2.58848751176583e-86,4.26889556000697e-91,-0.243139109540456,"protein_coding"
"ENST00000545857.5","MPDZ-217","ENSP00000444230.1","ENSG00000107186.17","MPDZ",-0.549599306801586,-22.1925943779634,3.53394053201898e-86,5.82850727671688e-91,-0.316241352015843,"protein_coding"
"ENST00000642395.2","RPGR-211","ENSP00000493468.2","ENSG00000156313.15","RPGR",-0.549093597176917,-22.1633538366485,5.56244702101231e-86,9.17486766789106e-91,-0.0874223235293489,"protein_coding"
"ENST00000691792.1","SBF1-255","ENSP00000509911.1","ENSG00000100241.22","SBF1",-0.547718683293076,-22.0840310941255,1.90174211075717e-85,3.13772230321762e-90,-0.202935901484664,"protein_coding"
"ENST00000527226.2","TPT1-208","ENSP00000433738.1","ENSG00000133112.17","TPT1",-0.546985990712083,-22.0418644722765,3.65325885187125e-85,6.02808206037761e-90,-0.307737190516637,"protein_coding"
"ENST00000471182.7","PLEKHG3-203","ENSP00000450945.2","ENSG00000126822.18","PLEKHG3",-0.545826051295277,-21.9752573694267,1.02346054893327e-84,1.68912965445903e-89,-0.314628674548129,"protein_coding"
"ENST00000450796.6","NFU1-206","ENSP00000415102.2","ENSG00000169599.13","NFU1",-0.545333475816885,-21.9470267538564,1.58321420219887e-84,2.61312526152288e-89,-0.231448186019225,"protein_coding"
"ENST00000423100.5","PTPA-213","ENSP00000408316.1","ENSG00000119383.21","PTPA",-0.54525780621712,-21.942692827537,1.69278143932122e-84,2.7941064296204e-89,-0.358428146923123,"protein_coding"
"ENST00000601638.5","PTOV1-219","ENSP00000469541.1","ENSG00000104960.15","PTOV1",-0.545126127306441,-21.9351528247324,1.90185796062242e-84,3.13931194186791e-89,-0.161985432486326,"protein_coding"
"ENST00000611366.5","REC8-209","ENSP00000482439.1","ENSG00000100918.14","REC8",-0.54347367360781,-21.8407282724678,8.16607840395449e-84,1.34836094710541e-88,-0.214738189329105,"protein_coding"
"ENST00000636743.1","ALDH7A1-224","ENSP00000489725.1","ENSG00000164904.18","ALDH7A1",-0.543414830589425,-21.8373725276357,8.59965808957351e-84,1.41997590726421e-88,-0.333380095208882,"protein_coding"
"ENST00000533603.5","SERPINH1-215","ENSP00000434657.1","ENSG00000149257.16","SERPINH1",-0.542494190162006,-21.7849289211639,1.92958435819035e-83,3.18665668878047e-88,0.0721921811135536,"protein_coding"
"ENST00000325285.8","FBXW5-201","ENSP00000313034.3","ENSG00000159069.14","FBXW5",-0.542092532729481,-21.7620836837318,2.74307653769326e-83,4.53056607817735e-88,-0.338392324879131,"protein_coding"
"ENST00000446276.5","MACF1-208","ENSP00000391512.1","ENSG00000127603.32","MACF1",-0.542062946048776,-21.760401705619,2.81500594747616e-83,4.64944412829492e-88,-0.127423210354085,"protein_coding"
"ENST00000405392.6","ADCY3-202","ENSP00000384484.2","ENSG00000138031.15","ADCY3",-0.541627866435819,-21.7356810152868,4.11838577212317e-83,6.80275152316348e-88,-0.34517255667084,"protein_coding"
"ENST00000647529.1","BCAP31-213","ENSP00000494052.1","ENSG00000185825.17","BCAP31",-0.541470601059097,-21.7267514749689,4.72494839061305e-83,7.80492978065521e-88,-0.294782314197215,"protein_coding"
"ENST00000450976.5","FAM131A-207","ENSP00000388551.1","ENSG00000175182.15","FAM131A",-0.541096956818717,-21.7055488614232,6.54725387877557e-83,1.08154715851321e-87,-0.205308424185345,"protein_coding"
"ENST00000591455.5","CYTH1-215","ENSP00000465665.1","ENSG00000108669.17","CYTH1",-0.540535324213341,-21.6737129441032,1.06811117496321e-82,1.76468547088606e-87,-0.318879665830713,"protein_coding"
