"tx","tx_name","protein","gid","name","corr","stat","padj","pval","gCorr","tx_type"
"ENST00000572584.2","NAA60-214","ENSP00000459057.1","ENSG00000122390.19","NAA60",-0.627358503311177,-27.1768860460228,5.77561939017902e-121,9.4261969417989e-126,-0.306940127273993,"protein_coding"
"ENST00000250373.9","NFATC4-201","ENSP00000250373.4","ENSG00000100968.14","NFATC4",-0.626974463515604,-27.1494685991208,9.07960818608579e-121,1.48190112389192e-125,-0.262997882171535,"protein_coding"
"ENST00000451013.7","GTF2IRD2-201","ENSP00000406723.3","ENSG00000196275.16","GTF2IRD2",-0.624443383946579,-26.9695811159059,1.76210596930491e-119,2.87676680212383e-124,-0.330835880949573,"protein_coding"
"ENST00000572043.5","CTDNEP1-207","ENSP00000459866.1","ENSG00000175826.12","CTDNEP1",-0.622844365880418,-26.8566559333911,1.13141003822263e-118,1.84738103034196e-123,-0.349291487071572,"protein_coding"
"ENST00000588072.6","MPPE1-211","ENSP00000465894.1","ENSG00000154889.17","MPPE1",-0.61587871025962,-26.3710701459097,3.29214130660594e-115,5.37957956534787e-120,-0.29463875482176,"protein_coding"
"ENST00000675207.1","INF2-227","ENSP00000502644.1","ENSG00000203485.14","INF2",-0.614569232083728,-26.2809111922941,1.44202653625201e-114,2.35675312771015e-119,-0.262033424049692,"protein_coding"
"ENST00000440177.6","ERF-202","ENSP00000388173.2","ENSG00000105722.10","ERF",-0.612145194860522,-26.1149327065885,2.18064078602795e-113,3.56459466453281e-118,-0.381700525725443,"protein_coding"
"ENST00000278845.8","EML3-201","ENSP00000278845.4","ENSG00000149499.12","EML3",-0.611257401105521,-26.0544393409482,5.86193544449762e-113,9.58318011492361e-118,-0.325959449250021,"protein_coding"
"ENST00000591859.5","ACBD4-214","ENSP00000465610.1","ENSG00000181513.15","ACBD4",-0.607807028562102,-25.8208172726725,2.65603705331814e-111,4.34362048361049e-116,-0.330066021990046,"protein_coding"
"ENST00000635682.1","HSPG2-214","ENSP00000489161.1","ENSG00000142798.20","HSPG2",-0.606605768940202,-25.7400278674062,9.91087395328838e-111,1.6208540138829e-115,-0.39569841766039,"protein_coding"
"ENST00000566625.2","ZNF771-204","ENSP00000460549.1","ENSG00000179965.12","ZNF771",-0.604306406459416,-25.5861629284359,1.21290508162928e-109,1.98436772021871e-114,-0.0922187070211166,"protein_coding"
"ENST00000546079.5","CLPTM1-203","ENSP00000443192.1","ENSG00000104853.16","CLPTM1",-0.602769741988986,-25.4838972705215,6.3952127940801e-109,1.0464398982361e-113,-0.378755968222885,"protein_coding"
"ENST00000308664.10","ATP2A2-201","ENSP00000311186.6","ENSG00000174437.18","ATP2A2",-0.601974801066432,-25.4311686914886,1.50596120116319e-108,2.46446593870291e-113,-0.23039408061922,"protein_coding"
"ENST00000585038.1","MICAL3-219","ENSP00000462033.1","ENSG00000243156.9","MICAL3",-0.601430533303403,-25.3951357352575,2.70327419070909e-108,4.42405438385227e-113,-0.136877477476744,"protein_coding"
"ENST00000683086.1","DMPK-228","ENSP00000508381.1","ENSG00000104936.20","DMPK",-0.600321411097398,-25.3218781513134,8.87387219484619e-108,1.45249487590372e-112,-0.380086117820516,"protein_coding"
"ENST00000426086.3","VEGFB-202","ENSP00000401550.2","ENSG00000173511.10","VEGFB",-0.597957702473313,-25.1665151809418,1.10049439818743e-106,1.80172625767424e-111,-0.369459048799917,"protein_coding"
"ENST00000289921.8","FHIP2B-201","ENSP00000289921.6","ENSG00000158863.22","FHIP2B",-0.597839453372445,-25.1587698183483,1.24752626092509e-106,2.04247983910197e-111,-0.386797281971149,"protein_coding"
"ENST00000397983.7","MAP2K7-203","ENSP00000381070.2","ENSG00000076984.18","MAP2K7",-0.597434504011103,-25.1322648277378,1.91580957182075e-106,3.13702014347358e-111,-0.23517895033343,"protein_coding"
"ENST00000354227.9","DMPK-203","ENSP00000346168.5","ENSG00000104936.20","DMPK",-0.597200930428994,-25.1169904290074,2.45310407903044e-106,4.01687257087022e-111,-0.380086117820516,"protein_coding"
"ENST00000461346.1","KIAA1614-203","ENSP00000491403.1","ENSG00000135835.12","KIAA1614",-0.597196261631677,-25.1166852172156,2.46521129077286e-106,4.03676380941698e-111,-0.368200932601914,"protein_coding"
"ENST00000397408.5","TSPAN4-206","ENSP00000380555.1","ENSG00000214063.12","TSPAN4",-0.596033235827421,-25.0407784173343,8.41582087812779e-106,1.37828707470157e-110,-0.340184633972004,"protein_coding"
"ENST00000446597.6","C2CD5-203","ENSP00000388756.1","ENSG00000111731.13","C2CD5",-0.594293549423781,-24.9276906511032,5.23185149225671e-105,8.57062363583106e-110,-0.0544435533857226,"protein_coding"
"ENST00000540079.6","KIFC3-205","ENSP00000438805.2","ENSG00000140859.16","KIFC3",-0.592102145897548,-24.7860083663087,5.14557102879735e-104,8.43121584269597e-109,-0.333534576439395,"protein_coding"
"ENST00000359692.10","DNM2-202","ENSP00000352721.6","ENSG00000079805.19","DNM2",-0.588794776969915,-24.5737744045145,1.56810423230051e-102,2.57057839464364e-107,-0.195264159252351,"protein_coding"
"ENST00000439741.4","MTMR11-202","ENSP00000391668.2","ENSG00000014914.21","MTMR11",-0.58796744438182,-24.520981390837,3.66327730083024e-102,6.00635727304516e-107,-0.316422323339097,"protein_coding"
"ENST00000383847.7","FAM131A-203","ENSP00000373360.2","ENSG00000175182.15","FAM131A",-0.587401976871418,-24.4849659834629,6.53342513811793e-102,1.0713167398734e-106,-0.205308424184843,"protein_coding"
"ENST00000462827.2","CDK16-206","ENSP00000430824.1","ENSG00000102225.17","CDK16",-0.586584514390148,-24.4329974080231,1.50495098401736e-101,2.46798239396736e-106,0.312329514583132,"protein_coding"
"ENST00000452929.6","KLC1-208","ENSP00000414982.2","ENSG00000126214.22","KLC1",-0.585637313835682,-24.3729233387365,3.9457290942018e-101,6.47137882011711e-106,0.093212531611772,"protein_coding"
"ENST00000544767.5","STARD10-219","ENSP00000438357.1","ENSG00000214530.10","STARD10",-0.584003638526104,-24.2696677258991,2.06489796923722e-100,3.38713312868006e-105,-0.31793988613532,"protein_coding"
"ENST00000593945.6","TEAD2-204","ENSP00000469640.2","ENSG00000074219.14","TEAD2",-0.583980995769861,-24.2682397568664,2.11264181451147e-100,3.46550607675515e-105,-0.354441847066522,"protein_coding"
"ENST00000601449.5","HNRNPL-212","ENSP00000469349.1","ENSG00000104824.18","HNRNPL",-0.583412104098923,-24.2323906920469,3.75087231133865e-100,6.15330858037412e-105,-0.311754237866517,"protein_coding"
"ENST00000269445.10","DYM-201","ENSP00000269445.6","ENSG00000141627.14","DYM",-0.583346876621135,-24.2282838005759,4.00573771578948e-100,6.57152325577381e-105,-0.388102535474837,"protein_coding"
"ENST00000356800.6","SMARCD3-202","ENSP00000349254.2","ENSG00000082014.17","SMARCD3",-0.583246235292691,-24.2219485549273,4.4332747273373e-100,7.27302883657993e-105,-0.398517679335701,"protein_coding"
"ENST00000535648.5","TNC-210","ENSP00000438152.2","ENSG00000041982.16","TNC",-0.581702187760735,-24.124964000233,2.09176713406524e-99,3.43239003325332e-104,-0.391007463186732,"protein_coding"
"ENST00000543766.2","VPS13D-212","ENSP00000441122.2","ENSG00000048707.15","VPS13D",-0.578807544864983,-23.9442052451737,3.74931496109579e-98,6.15529774280238e-103,-0.345705219969047,"protein_coding"
"ENST00000409134.8","ALDH7A1-201","ENSP00000387123.3","ENSG00000164904.18","ALDH7A1",-0.578168605692204,-23.9044902963733,7.06245414924944e-98,1.1595281653066e-102,-0.333380095210319,"protein_coding"
"ENST00000291270.9","DMPK-201","ENSP00000291270.4","ENSG00000104936.20","DMPK",-0.577115930731032,-23.8392024614267,1.9985515055854e-97,3.28158599977899e-102,-0.380086117820516,"protein_coding"
"ENST00000662438.1","OBSCN-217","ENSP00000499633.1","ENSG00000154358.23","OBSCN",-0.577080961757163,-23.8370367185583,2.06865718986165e-97,3.39675405964049e-102,-0.278030599821506,"protein_coding"
"ENST00000340951.9","EXD3-201","ENSP00000340474.4","ENSG00000187609.16","EXD3",-0.576669088465463,-23.8115428403134,3.10431493669317e-97,5.09764838447407e-102,-0.221221928843392,"protein_coding"
"ENST00000219476.9","TSC2-201","ENSP00000219476.3","ENSG00000103197.18","TSC2",-0.576548730886945,-23.8040981602267,3.4948154048719e-97,5.73908433347877e-102,-0.14109150021681,"protein_coding"
"ENST00000397103.5","FGFR1-207","ENSP00000380292.1","ENSG00000077782.22","FGFR1",-0.576032316179119,-23.7721818155579,5.80771971910598e-97,9.53789512260594e-102,-0.369170018689851,"protein_coding"
"ENST00000533797.1","FAT3-206","ENSP00000436399.1","ENSG00000165323.16","FAT3",-0.573822712613007,-23.6360995536906,5.0511614257549e-96,8.29773207897443e-101,-0.370860405781046,"protein_coding"
"ENST00000457269.8","ISYNA1-202","ENSP00000415458.3","ENSG00000105655.19","ISYNA1",-0.573160336417272,-23.5954563569641,9.6291474597637e-96,1.58199803830708e-100,-0.167907711736531,"protein_coding"
"ENST00000577247.5","TMEM94-205","ENSP00000464437.1","ENSG00000177728.17","TMEM94",-0.572429539881128,-23.5506948168698,1.95867990019467e-95,3.21854854113755e-100,-0.0981154018491174,"protein_coding"
"ENST00000273588.9","AMT-201","ENSP00000273588.3","ENSG00000145020.16","AMT",-0.571844980110419,-23.514950437846,3.45223764395635e-95,5.67326361761737e-100,-0.222036347462461,"protein_coding"
"ENST00000308482.14","LRRFIP1-203","ENSP00000310109.9","ENSG00000124831.19","LRRFIP1",-0.570309013668178,-23.4212830742786,1.52216170099311e-94,2.50215619718104e-99,-0.197138767996493,"protein_coding"
"ENST00000525752.5","WDR74-205","ENSP00000432113.1","ENSG00000133316.16","WDR74",-0.570216615737982,-23.4156600435844,1.66385267740931e-94,2.73511527856477e-99,-0.0598771170207733,"protein_coding"
"ENST00000373980.11","PRKG1-203","ENSP00000363092.5","ENSG00000185532.20","PRKG1",-0.566002257598627,-23.1605766056844,9.3604909410099e-93,1.53952910988469e-97,-0.364805285479431,"protein_coding"
"ENST00000347631.8","ST3GAL3-205","ENSP00000317192.6","ENSG00000126091.21","ST3GAL3",-0.565731942776944,-23.1443070904842,1.20977643553716e-92,1.98976387423875e-97,-0.395695382048557,"protein_coding"
"ENST00000681320.1","COL7A1-211","ENSP00000506558.1","ENSG00000114270.18","COL7A1",-0.564901378784073,-23.0943862819066,2.65680617363489e-92,4.37003449837965e-97,-0.339564130371792,"protein_coding"
"ENST00000514960.5","ANK2-222","ENSP00000422853.1","ENSG00000145362.21","ANK2",-0.56280027852714,-22.9685593773373,1.92422624248093e-91,3.16614766348158e-96,-0.218508271672741,"protein_coding"
"ENST00000397404.5","TSPAN4-204","ENSP00000380553.1","ENSG00000214063.12","TSPAN4",-0.562566273815808,-22.9545861999817,2.39687750359545e-91,3.94398417651827e-96,-0.340184633972004,"protein_coding"
"ENST00000400721.8","ARHGDIA-202","ENSP00000383556.4","ENSG00000141522.12","ARHGDIA",-0.560903243213565,-22.8555131255923,1.13604741291609e-90,1.86966757663687e-95,-0.344523307619024,"protein_coding"
"ENST00000534176.1","UBXN1-217","ENSP00000435625.1","ENSG00000162191.14","UBXN1",-0.560427246189669,-22.8272306482906,1.77046206887628e-90,2.91405304640904e-95,-0.336222637423151,"protein_coding"
"ENST00000691864.1","CHPF-205","ENSP00000509104.1","ENSG00000123989.15","CHPF",-0.55903323107584,-22.7445913554479,6.46586141182067e-90,1.06449703031242e-94,-0.387690265779433,"protein_coding"
"ENST00000443089.5","THOC5-210","ENSP00000393247.1","ENSG00000100296.14","THOC5",-0.558897713539542,-22.7365726732377,7.33093988943014e-90,1.20697749175642e-94,-0.191074778577386,"protein_coding"
"ENST00000675819.1","PMP22-224","ENSP00000502018.1","ENSG00000109099.16","PMP22",-0.558699272841155,-22.7248355560286,8.81019214742635e-90,1.45057167864633e-94,-0.3989357994135,"protein_coding"
"ENST00000358161.9","SPTAN1-201","ENSP00000350882.6","ENSG00000197694.18","SPTAN1",-0.557927476722778,-22.6792402322132,1.79840679636688e-89,2.96175424707578e-94,-0.341484601689008,"protein_coding"
"ENST00000650409.1","INPP5F-220","ENSP00000496955.1","ENSG00000198825.15","INPP5F",-0.557114020240167,-22.6312762207912,3.80810307500031e-89,6.27209598122426e-94,-0.347420132119467,"protein_coding"
"ENST00000389221.9","UNKL-204","ENSP00000373873.6","ENSG00000059145.19","UNKL",-0.556598813138559,-22.6009468430311,6.11748905255957e-89,1.00770735706913e-93,-0.129468395189917,"protein_coding"
"ENST00000651655.1","EIF3F-209","ENSP00000499218.1","ENSG00000175390.15","EIF3F",-0.556595354783115,-22.6007433832269,6.1368723412894e-89,1.01091693428811e-93,-0.380703943534976,"protein_coding"
"ENST00000383814.8","IL17RE-201","ENSP00000373325.3","ENSG00000163701.19","IL17RE",-0.555405889161128,-22.5308662316333,1.82762791316038e-88,3.01126639507089e-93,-0.332122971960657,"protein_coding"
"ENST00000430701.5","IFT27-204","ENSP00000390016.1","ENSG00000100360.15","IFT27",-0.55398610209952,-22.447720160254,6.68544699413536e-88,1.10171830100118e-92,-0.161990900536082,"protein_coding"
"ENST00000471622.5","PCBP4-210","ENSP00000418925.1","ENSG00000090097.22","PCBP4",-0.553396747114666,-22.413289275773,1.14326818763776e-87,1.88412496520668e-92,-0.317299385735526,"protein_coding"
"ENST00000249364.9","CALU-201","ENSP00000249364.4","ENSG00000128595.17","CALU",-0.552991616265813,-22.389649158652,1.65215582870952e-87,2.72291487360657e-92,-0.225470478209115,"protein_coding"
"ENST00000430297.7","RETREG2-203","ENSP00000395249.2","ENSG00000144567.11","RETREG2",-0.552568633800533,-22.3649917773777,2.42530568070975e-87,3.99733931190109e-92,-0.244918162327364,"protein_coding"
"ENST00000404867.7","SLIT3-202","ENSP00000384890.4","ENSG00000184347.15","SLIT3",-0.551702400945018,-22.3145730846498,5.31389562957444e-87,8.75969805247752e-92,-0.3405963727106,"protein_coding"
"ENST00000667949.2","AMPD2-231","ENSP00000499465.2","ENSG00000116337.20","AMPD2",-0.550610112100136,-22.2511448187279,1.42394923279653e-86,2.34800763920608e-91,-0.228989759320043,"protein_coding"
"ENST00000376768.5","FBXO44-205","ENSP00000365959.1","ENSG00000132879.14","FBXO44",-0.549945904861916,-22.2126551408353,2.58848751097049e-86,4.26889555869531e-91,-0.243139109540343,"protein_coding"
"ENST00000545857.5","MPDZ-217","ENSP00000444230.1","ENSG00000107186.17","MPDZ",-0.549599306801851,-22.1925943779788,3.53394053117921e-86,5.82850727533185e-91,-0.316241352014573,"protein_coding"
"ENST00000642395.2","RPGR-211","ENSP00000493468.2","ENSG00000156313.15","RPGR",-0.549093597176915,-22.1633538366484,5.5624470210234e-86,9.17486766790935e-91,-0.0874223235279527,"protein_coding"
"ENST00000691792.1","SBF1-255","ENSP00000509911.1","ENSG00000100241.22","SBF1",-0.547718683293056,-22.0840310941243,1.90174211079188e-85,3.1377223032749e-90,-0.202935901483954,"protein_coding"
"ENST00000527226.2","TPT1-208","ENSP00000433738.1","ENSG00000133112.17","TPT1",-0.546985990713571,-22.0418644723621,3.65325884703173e-85,6.02808205239213e-90,-0.307737190517722,"protein_coding"
"ENST00000471182.7","PLEKHG3-203","ENSP00000450945.2","ENSG00000126822.18","PLEKHG3",-0.54582605129528,-21.9752573694269,1.02346054893039e-84,1.68912965445427e-89,-0.314628674547741,"protein_coding"
"ENST00000450796.6","NFU1-206","ENSP00000415102.2","ENSG00000169599.13","NFU1",-0.545333475817636,-21.9470267538994,1.58321420114736e-84,2.61312525978734e-89,-0.231448186020902,"protein_coding"
"ENST00000423100.5","PTPA-213","ENSP00000408316.1","ENSG00000119383.21","PTPA",-0.545257806218606,-21.9426928276221,1.69278143709527e-84,2.79410642594624e-89,-0.358428146925371,"protein_coding"
"ENST00000601638.5","PTOV1-219","ENSP00000469541.1","ENSG00000104960.15","PTOV1",-0.545126127308294,-21.9351528248385,1.90185795750593e-84,3.13931193672367e-89,-0.161985432487539,"protein_coding"
"ENST00000611366.5","REC8-209","ENSP00000482439.1","ENSG00000100918.14","REC8",-0.543473673607199,-21.840728272433,8.16607840834459e-84,1.34836094783029e-88,-0.214738189328344,"protein_coding"
"ENST00000636743.1","ALDH7A1-224","ENSP00000489725.1","ENSG00000164904.18","ALDH7A1",-0.543414830590989,-21.8373725277249,8.59965807774654e-84,1.41997590531134e-88,-0.333380095210319,"protein_coding"
"ENST00000533603.5","SERPINH1-215","ENSP00000434657.1","ENSG00000149257.16","SERPINH1",-0.542494190163704,-21.7849289212605,1.92958435531759e-83,3.18665668403618e-88,0.072192181112752,"protein_coding"
"ENST00000325285.8","FBXW5-201","ENSP00000313034.3","ENSG00000159069.14","FBXW5",-0.542092532731071,-21.7620836838222,2.74307653387646e-83,4.53056607187339e-88,-0.33839232488032,"protein_coding"
"ENST00000446276.5","MACF1-208","ENSP00000391512.1","ENSG00000127603.32","MACF1",-0.542062946049338,-21.760401705651,2.81500594608945e-83,4.64944412600454e-88,-0.127423210352566,"protein_coding"
"ENST00000405392.6","ADCY3-202","ENSP00000384484.2","ENSG00000138031.15","ADCY3",-0.541627866435542,-21.7356810152711,4.11838577312126e-83,6.80275152481212e-88,-0.345172556669788,"protein_coding"
"ENST00000647529.1","BCAP31-213","ENSP00000494052.1","ENSG00000185825.17","BCAP31",-0.541470601061258,-21.7267514750916,4.72494838169228e-83,7.80492976591939e-88,-0.294782314199444,"protein_coding"
"ENST00000450976.5","FAM131A-207","ENSP00000388551.1","ENSG00000175182.15","FAM131A",-0.541096956818649,-21.7055488614194,6.54725387916584e-83,1.08154715857768e-87,-0.205308424184843,"protein_coding"
"ENST00000591455.5","CYTH1-215","ENSP00000465665.1","ENSG00000108669.17","CYTH1",-0.540535324214104,-21.6737129441463,1.06811117425402e-82,1.76468546971437e-87,-0.318879665831104,"protein_coding"
