"tx","tx_name","protein","gid","name","corr","stat","padj","pval","gCorr","tx_type"
"ENST00000587515.5","PPP1R14A-203","ENSP00000465811.1","ENSG00000167641.11","PPP1R14A",-0.819091130684499,-48.1666227621031,4.00883744173329e-272,6.48784178950201e-277,-0.541826336395075,"protein_coding"
"ENST00000325888.13","FLNC-201","ENSP00000327145.8","ENSG00000128591.16","FLNC",-0.816336851157813,-47.6794594225322,9.20250114544123e-269,1.48934294865449e-273,-0.822839382783371,"protein_coding"
"ENST00000592923.5","CNN1-210","ENSP00000468259.1","ENSG00000130176.8","CNN1",-0.814994231782054,-47.4455414067447,3.81738310152448e-267,6.17819495941684e-272,-0.849534764346558,"protein_coding"
"ENST00000333972.11","ARHGEF25-202","ENSP00000335560.7","ENSG00000240771.8","ARHGEF25",-0.814046876811029,-47.2818601621083,5.19284701376924e-266,8.40443299362203e-271,-0.579888113997469,"protein_coding"
"ENST00000262178.7","VIPR2-201","ENSP00000262178.2","ENSG00000106018.14","VIPR2",-0.813251624622405,-47.145323137562,4.592257743364e-265,7.43252151517172e-270,-0.804327832358597,"protein_coding"
"ENST00000249750.9","ALDH1A2-201","ENSP00000249750.4","ENSG00000128918.15","ALDH1A2",-0.810988717439794,-46.7610448283797,2.14299060778775e-262,3.46846420294205e-267,-0.810324358028266,"protein_coding"
"ENST00000435298.6","OSR2-202","ENSP00000402862.2","ENSG00000164920.10","OSR2",-0.808534174042441,-46.3511503769126,1.53315281502944e-259,2.48147225014477e-264,-0.778792029012361,"protein_coding"
"ENST00000267996.11","TPM1-201","ENSP00000267996.7","ENSG00000140416.23","TPM1",-0.807953409296197,-46.2551965494961,7.16055511692224e-259,1.15898469108367e-263,-0.677906586195975,"protein_coding"
"ENST00000685744.1","MYLK-223","ENSP00000510047.1","ENSG00000065534.20","MYLK",-0.802480804864466,-45.3696894052989,1.12741881776295e-252,1.82483379910483e-257,-0.808633252753307,"protein_coding"
"ENST00000627783.2","SYNPO2-207","ENSP00000498985.1","ENSG00000172403.11","SYNPO2",-0.802444491147213,-45.3639234856144,1.23750436486299e-252,2.00305007180685e-257,-0.824007856374146,"protein_coding"
"ENST00000317449.5","LRRN4CL-201","ENSP00000325808.4","ENSG00000177363.5","LRRN4CL",-0.801061888901802,-45.1454397903379,4.237145717103e-251,6.85844240385723e-256,-0.801061888901802,"protein_coding"
"ENST00000367882.5","TCF21-202","ENSP00000356857.5","ENSG00000118526.7","TCF21",-0.800818221544216,-45.1071446320384,7.87504434636909e-251,1.27471217507067e-255,-0.793147137304531,"protein_coding"
"ENST00000682331.1","ACTN1-226","ENSP00000508329.1","ENSG00000072110.16","ACTN1",-0.799462575099964,-44.8952240094593,2.43814829678629e-249,3.94662872994641e-254,-0.699511956607858,"protein_coding"
"ENST00000238044.8","ECRG4-201","ENSP00000238044.3","ENSG00000119147.10","ECRG4",-0.798857913080369,-44.8013154744767,1.11765692122878e-248,1.80917966432294e-253,-0.795067517837413,"protein_coding"
"ENST00000219454.10","WFDC1-201","ENSP00000219454.5","ENSG00000103175.11","WFDC1",-0.798156454559077,-44.6928438278295,6.4950321572108e-248,1.05138438183288e-252,-0.805445992835167,"protein_coding"
"ENST00000397323.9","RBPMS-204","ENSP00000380486.4","ENSG00000157110.16","RBPMS",-0.795580987359995,-44.2988431267744,3.91685149885487e-245,6.34051234132719e-250,-0.724702823070903,"protein_coding"
"ENST00000409731.7","ACTG2-203","ENSP00000386929.3","ENSG00000163017.14","ACTG2",-0.793575890342669,-43.9966396354216,5.37017074666827e-243,8.69325403352263e-248,-0.862668236400537,"protein_coding"
"ENST00000256593.8","GSTM5-201","ENSP00000256593.3","ENSG00000134201.12","GSTM5",-0.791339450623957,-43.6641318450365,1.21831370763203e-240,1.97224306352618e-245,-0.785722094454656,"protein_coding"
"ENST00000560674.5","SYNM-203","ENSP00000453040.1","ENSG00000182253.15","SYNM",-0.790790382175068,-43.5832196502589,4.56769515357897e-240,7.39444271446443e-245,-0.831876626010769,"protein_coding"
"ENST00000568638.1","WFDC1-203","ENSP00000456920.1","ENSG00000103175.11","WFDC1",-0.790724466768745,-43.573525096031,5.35150270032135e-240,8.66345485797762e-245,-0.805445992835167,"protein_coding"
"ENST00000357545.9","SPOCK3-202","ENSP00000350153.4","ENSG00000196104.11","SPOCK3",-0.789761560384443,-43.4323643931649,5.37625422042507e-239,8.70366556649679e-244,-0.775573791437492,"protein_coding"
"ENST00000320634.8","FAIM2-201","ENSP00000321951.3","ENSG00000135472.9","FAIM2",-0.789465838535033,-43.3891837076514,1.08929953237252e-238,1.76350520871719e-243,-0.785676143324545,"protein_coding"
"ENST00000628545.2","GLIS1-202","ENSP00000486112.1","ENSG00000174332.6","GLIS1",-0.787256749563611,-43.0691356124211,2.0535448624684e-236,3.32460960767453e-241,-0.825197269564367,"protein_coding"
"ENST00000355119.9","LIMS2-202","ENSP00000347240.4","ENSG00000072163.20","LIMS2",-0.786865783674785,-43.0129507870471,5.15658837084912e-236,8.34845203887047e-241,-0.749678575535413,"protein_coding"
"ENST00000328619.10","PCP4-201","ENSP00000329403.5","ENSG00000183036.11","PCP4",-0.786043477066901,-42.8952220290469,3.5532980817775e-235,5.75283826340948e-240,-0.785279644533694,"protein_coding"
"ENST00000279804.3","CTF1-201","ENSP00000279804.2","ENSG00000150281.7","CTF1",-0.785658268533205,-42.8402774344634,8.75062457509628e-235,1.41676104186777e-239,-0.75912632610592,"protein_coding"
"ENST00000396688.5","SPEG-203","ENSP00000379919.1","ENSG00000072195.15","SPEG",-0.784499524347611,-42.6757812992781,1.30189373548083e-233,2.10785204242088e-238,-0.62661694021598,"protein_coding"
"ENST00000462833.6","ADCY5-202","ENSP00000419361.1","ENSG00000173175.15","ADCY5",-0.781346437785964,-42.2340076429064,1.8566508668454e-230,3.00608919068925e-235,-0.78507104507866,"protein_coding"
"ENST00000340006.7","CSRP1-201","ENSP00000345079.2","ENSG00000159176.14","CSRP1",-0.780164535691737,-42.0705689777813,2.73847681228794e-229,4.43391861061485e-234,-0.796256201923838,"protein_coding"
"ENST00000220062.9","RASL12-201","ENSP00000220062.4","ENSG00000103710.11","RASL12",-0.779906181633583,-42.0349964896018,4.92062905337852e-229,7.96721078573618e-234,-0.781081500339617,"protein_coding"
"ENST00000361675.7","CALD1-201","ENSP00000354826.2","ENSG00000122786.20","CALD1",-0.779824094668828,-42.0237055144012,5.92665321712811e-229,9.5962649241064e-234,-0.692912737076402,"protein_coding"
"ENST00000397146.7","ITIH5-202","ENSP00000380333.3","ENSG00000123243.15","ITIH5",-0.779297692813719,-41.9514307582653,1.9502826158703e-228,3.15789215477955e-233,-0.78239774520089,"protein_coding"
"ENST00000394439.5","PDE5A-203","ENSP00000377957.1","ENSG00000138735.16","PDE5A",-0.778271971337275,-41.8112480762175,1.96776406141999e-227,3.18624965416624e-232,-0.728229143470066,"protein_coding"
"ENST00000354600.10","TP63-203","ENSP00000346614.5","ENSG00000073282.14","TP63",-0.777281101123307,-41.6766346281691,1.81400933309492e-226,2.93733395905714e-231,-0.741736257757324,"protein_coding"
"ENST00000586577.1","CNN1-205","ENSP00000467701.1","ENSG00000130176.8","CNN1",-0.776122625844538,-41.5202442619832,2.39985083129905e-225,3.88602051832866e-230,-0.849534764346558,"protein_coding"
"ENST00000424001.5","IRAG1-202","ENSP00000401205.1","ENSG00000072952.20","IRAG1",-0.775970888163855,-41.4998387745476,3.36185788717721e-225,5.44386347207061e-230,-0.786269783405659,"protein_coding"
"ENST00000275162.10","CLVS2-201","ENSP00000275162.4","ENSG00000146352.13","CLVS2",-0.775944214038834,-41.4962535449257,3.56694651628759e-225,5.77605744775656e-230,-0.774310648493684,"protein_coding"
"ENST00000360997.7","FAM107A-201","ENSP00000354270.2","ENSG00000168309.18","FAM107A",-0.773745807613582,-41.2026767729052,4.57361989964483e-223,7.40631208142896e-228,-0.773486667505655,"protein_coding"
"ENST00000372042.6","CHRDL1-201","ENSP00000361112.1","ENSG00000101938.15","CHRDL1",-0.773534797484082,-41.1746948532234,7.26655729272811e-223,1.17673229899082e-227,-0.774044832506647,"protein_coding"
"ENST00000545738.6","LIMS2-217","ENSP00000443794.2","ENSG00000072163.20","LIMS2",-0.772960010894333,-41.0986454633674,2.55824696468026e-222,4.14284297368506e-227,-0.749678575535413,"protein_coding"
"ENST00000634504.1","SORBS1-220","ENSP00000489022.1","ENSG00000095637.23","SORBS1",-0.771764938646591,-40.9413296781697,3.46181206977152e-221,5.60617339234254e-226,-0.74871675443015,"protein_coding"
"ENST00000356300.9","JPH4-201","ENSP00000348648.4","ENSG00000092051.18","JPH4",-0.771336201838453,-40.8851542154054,8.78004967843449e-221,1.42189341988283e-225,-0.77336932218777,"protein_coding"
"ENST00000372780.6","TCEAL2-202","ENSP00000361866.1","ENSG00000184905.9","TCEAL2",-0.770978827187791,-40.8384340626242,1.90430864683962e-220,3.08400052931208e-225,-0.764442844168181,"protein_coding"
"ENST00000360731.7","CLIC6-202","ENSP00000353959.3","ENSG00000159212.13","CLIC6",-0.770275066994569,-40.7467081201456,8.71162321899227e-220,1.41085772895724e-224,-0.76860754352933,"protein_coding"
"ENST00000325455.10","PGR-202","ENSP00000325120.5","ENSG00000082175.16","PGR",-0.768454979239928,-40.5111743505711,4.33570455759726e-218,7.02183875489467e-223,-0.763961933258549,"protein_coding"
"ENST00000379705.8","TRPC4-206","ENSP00000369027.4","ENSG00000133107.15","TRPC4",-0.766457530818657,-40.25545063635,3.03053905839435e-216,4.90815298144683e-221,-0.757293378266144,"protein_coding"
"ENST00000306149.12","CSDC2-201","ENSP00000302485.7","ENSG00000172346.15","CSDC2",-0.765235860304695,-40.1004452190452,3.98597473191376e-215,6.45564707811894e-220,-0.759562859128196,"protein_coding"
"ENST00000218068.7","PAGE4-201","ENSP00000218068.6","ENSG00000101951.17","PAGE4",-0.76445721847392,-40.0021976037773,2.04262169316767e-214,3.3082644075728e-219,-0.834816519583641,"protein_coding"
"ENST00000336292.11","SYNM-202","ENSP00000336775.7","ENSG00000182253.15","SYNM",-0.7640743087832,-39.9540374748378,4.5515442066888e-214,7.37187685317742e-219,-0.831876626010769,"protein_coding"
"ENST00000226067.10","HLF-201","ENSP00000226067.5","ENSG00000108924.14","HLF",-0.76388339618655,-39.9300635402514,6.78266330039831e-214,1.09856712725714e-218,-0.737129890208833,"protein_coding"
"ENST00000378292.9","TPM2-202","ENSP00000367542.3","ENSG00000198467.16","TPM2",-0.762626222461005,-39.7728196778328,9.29294896184503e-213,1.50517475896421e-217,-0.71696773759257,"protein_coding"
"ENST00000254051.11","TNS4-201","ENSP00000254051.6","ENSG00000131746.13","TNS4",-0.762101192365541,-39.7074700453213,2.75927988571276e-212,4.46926559502544e-217,-0.757331855063944,"protein_coding"
"ENST00000613909.4","ITIH5-209","ENSP00000485414.1","ENSG00000123243.15","ITIH5",-0.761423652778176,-39.6234138233512,1.11923637256345e-211,1.81288083929419e-216,-0.78239774520089,"protein_coding"
"ENST00000264231.7","POPDC2-201","ENSP00000264231.3","ENSG00000121577.14","POPDC2",-0.761286181229268,-39.6063967478362,1.48612683935405e-211,2.40718991747907e-216,-0.75277636087984,"protein_coding"
"ENST00000561208.6","MEIS2-222","ENSP00000453793.1","ENSG00000134138.20","MEIS2",-0.759804768618268,-39.4238206393952,3.11716111283429e-210,5.04917894394566e-215,-0.784877761906112,"protein_coding"
"ENST00000643258.1","SCN7A-205","ENSP00000496114.1","ENSG00000136546.17","SCN7A",-0.759738617365972,-39.4157019029502,3.56901148929338e-210,5.78118002639245e-215,-0.749170246387267,"protein_coding"
"ENST00000623007.3","LDB3-208","ENSP00000485389.1","ENSG00000122367.21","LDB3",-0.758048593972288,-39.2092617139803,1.11739006300654e-208,1.81000755338474e-213,-0.7138321180265,"protein_coding"
"ENST00000585869.1","CNN1-203","ENSP00000468326.1","ENSG00000130176.8","CNN1",-0.757774742087663,-39.1759857550995,1.94712901595992e-208,3.15411370897238e-213,-0.849534764346558,"protein_coding"
"ENST00000644866.2","FGF2-203","ENSP00000494222.1","ENSG00000138685.17","FGF2",-0.757772616103921,-39.175727615498,1.95550490144837e-208,3.16773294474239e-213,-0.770433271965434,"protein_coding"
"ENST00000252242.9","KRT5-201","ENSP00000252242.4","ENSG00000186081.12","KRT5",-0.757635535465519,-39.1590892957865,2.58145436676233e-208,4.18177960305573e-213,-0.761276758302354,"protein_coding"
"ENST00000402685.7","PDZRN4-202","ENSP00000384197.2","ENSG00000165966.16","PDZRN4",-0.757484432548036,-39.1407631003704,3.50521292303044e-208,5.67829729957952e-213,-0.817060816574586,"protein_coding"
"ENST00000346786.2","MYL9-202","ENSP00000217313.2","ENSG00000101335.10","MYL9",-0.755961409136734,-38.9568666748322,7.55763050970767e-207,1.22432414419603e-211,-0.791573707927097,"protein_coding"
"ENST00000257359.7","ADAMTS8-201","ENSP00000257359.6","ENSG00000134917.10","ADAMTS8",-0.755613752952092,-38.9150969484317,1.51856752292134e-206,2.46009513174141e-211,-0.787704493202703,"protein_coding"
"ENST00000612363.2","TWIST2-202","ENSP00000482581.1","ENSG00000233608.4","TWIST2",-0.755224327187561,-38.868399754513,3.31351074890965e-206,5.36800873023093e-211,-0.746110207788215,"protein_coding"
"ENST00000224784.10","ACTA2-201","ENSP00000224784.6","ENSG00000107796.13","ACTA2",-0.755067477656276,-38.8496185483981,4.53507795404152e-206,7.34711135346778e-211,-0.758465569445018,"protein_coding"
"ENST00000359895.6","PDLIM7-203","ENSP00000352964.2","ENSG00000196923.14","PDLIM7",-0.754803067672092,-38.8179931370004,7.6933979834171e-206,1.24639902525996e-210,-0.63888679123074,"protein_coding"
"ENST00000230658.12","ISL1-201","ENSP00000230658.7","ENSG00000016082.15","ISL1",-0.753468683469068,-38.6590593855463,1.09664157553185e-204,1.77668585239429e-209,-0.752895373797047,"protein_coding"
"ENST00000289166.6","TENT5B-201","ENSP00000289166.5","ENSG00000158246.8","TENT5B",-0.753400457569179,-38.6509630633335,1.25562308615388e-204,2.03428719627024e-209,-0.753400457569179,"protein_coding"
"ENST00000296280.11","MASP1-202","ENSP00000296280.7","ENSG00000127241.18","MASP1",-0.752645015379698,-38.5615077540336,5.60603654787443e-204,9.08272017736695e-209,-0.724890658876316,"protein_coding"
"ENST00000440460.7","DIXDC1-201","ENSP00000394352.3","ENSG00000150764.14","DIXDC1",-0.752310945557916,-38.522061218444,1.08455891705197e-203,1.75719595769992e-208,-0.727541375252484,"protein_coding"
"ENST00000613571.1","AOC3-206","ENSP00000484312.1","ENSG00000131471.7","AOC3",-0.750602707428744,-38.3214199091705,3.11625900879058e-202,5.04902626181234e-207,-0.749824875069969,"protein_coding"
"ENST00000355385.7","BOC-202","ENSP00000347546.3","ENSG00000144857.15","BOC",-0.750334874087648,-38.2901218814106,5.26270954680187e-202,8.5268872580597e-207,-0.747166621933338,"protein_coding"
"ENST00000262018.8","SGCA-201","ENSP00000262018.3","ENSG00000108823.17","SGCA",-0.749483141732081,-38.1908777876086,2.77338134214351e-201,4.49363450232268e-206,-0.761459815921025,"protein_coding"
"ENST00000404574.5","SMTN-204","ENSP00000383919.1","ENSG00000183963.19","SMTN",-0.748280692613278,-38.0515038892123,2.86464107346959e-200,4.64157537383475e-205,-0.669306758687045,"protein_coding"
"ENST00000272369.14","MEIS1-201","ENSP00000272369.8","ENSG00000143995.20","MEIS1",-0.748034506714642,-38.0230743244859,4.61284577080993e-200,7.47431099035895e-205,-0.671079721106965,"protein_coding"
