"tx","tx_name","protein","gid","name","corr","stat","padj","pval","gCorr","tx_type"
"ENST00000395284.8","CDK1-203","ENSP00000378699.3","ENSG00000170312.17","CDK1",0.630761137451474,27.4212456804585,1.02047969309717e-122,1.66478464729219e-127,0.671337385319026,"protein_coding"
"ENST00000256442.10","CCNB1-201","ENSP00000256442.5","ENSG00000134057.15","CCNB1",0.629754237935036,27.3486644141692,3.38660685791025e-122,5.52554553419849e-127,0.648014287361827,"protein_coding"
"ENST00000265036.10","DEPDC1B-201","ENSP00000265036.5","ENSG00000035499.13","DEPDC1B",0.629464132104579,27.3277949108971,4.78080498897632e-122,7.800683650654e-127,0.640415604998155,"protein_coding"
"ENST00000262460.5","GINS1-201","ENSP00000262460.4","ENSG00000101003.10","GINS1",0.629063316524383,27.2989923514746,7.69352908851605e-122,1.25538951251812e-126,0.630514785043516,"protein_coding"
"ENST00000263382.8","ASF1B-201","ENSP00000263382.3","ENSG00000105011.9","ASF1B",0.62449073810257,26.9729337859467,1.66746320893429e-119,2.72216669485641e-124,0.628849184702946,"protein_coding"
"ENST00000335756.9","CENPA-202","ENSP00000336868.4","ENSG00000115163.15","CENPA",0.623462899632877,26.9002722246656,5.51817855545248e-119,9.00941820348492e-124,0.689684377849424,"protein_coding"
"ENST00000367900.7","NUF2-202","ENSP00000356875.3","ENSG00000143228.13","NUF2",0.621856094698521,26.7871379982288,3.55155032368658e-118,5.79939634827985e-123,0.691456990965208,"protein_coding"
"ENST00000302759.11","BUB1-201","ENSP00000302530.6","ENSG00000169679.15","BUB1",0.621200304616578,26.7411230343788,7.56961428523757e-118,1.23617831355743e-122,0.678312464001701,"protein_coding"
"ENST00000288207.7","CCNB2-201","ENSP00000288207.2","ENSG00000157456.8","CCNB2",0.62038013432017,26.6837026748679,1.9454616001047e-117,3.17740510894476e-122,0.624993706011376,"protein_coding"
"ENST00000395915.8","AURKA-208","ENSP00000379251.3","ENSG00000087586.18","AURKA",0.62000288848319,26.6573394150508,3.00040382829649e-117,4.90053870626285e-122,0.699808016533379,"protein_coding"
"ENST00000219097.7","ORC6-201","ENSP00000219097.2","ENSG00000091651.9","ORC6",0.619145780982723,26.5975532563014,8.01170796018032e-117,1.30863218453829e-121,0.67161703899381,"protein_coding"
"ENST00000287598.11","BUB1B-201","ENSP00000287598.7","ENSG00000156970.13","BUB1B",0.618428667391761,26.5476506248494,1.81798215399415e-116,2.96963712898634e-121,0.650785445560577,"protein_coding"
"ENST00000612220.5","TACC3-211","ENSP00000478580.2","ENSG00000013810.21","TACC3",0.617230204053736,26.4644912052078,7.11606545070006e-116,1.16256583086098e-120,0.670009995245372,"protein_coding"
"ENST00000538862.7","CDCA3-207","ENSP00000442068.1","ENSG00000111665.12","CDCA3",0.616412246970964,26.4079055019187,1.79988458557438e-115,2.94089177735103e-120,0.467757717973988,"protein_coding"
"ENST00000300093.9","PLK1-201","ENSP00000300093.4","ENSG00000166851.15","PLK1",0.616041601542954,26.3823099459678,2.73825598491053e-115,4.47434759540275e-120,0.591563378151793,"protein_coding"
"ENST00000338165.9","EME1-201","ENSP00000339897.4","ENSG00000154920.15","EME1",0.615030810631684,26.3126513676253,8.57475969995968e-115,1.40124190279434e-119,0.722321648359374,"protein_coding"
"ENST00000428849.7","KIFC1-211","ENSP00000393963.2","ENSG00000237649.8","KIFC1",0.610922354195154,26.0316504461614,8.50672244333468e-113,1.39073723467469e-117,0.643221701774239,"protein_coding"
"ENST00000264596.4","NEIL3-201","ENSP00000264596.3","ENSG00000109674.4","NEIL3",0.610620863891501,26.0111630485683,1.1888479636604e-112,1.94364183314325e-117,0.617973841908754,"protein_coding"
"ENST00000321765.10","SPAG5-201","ENSP00000323300.5","ENSG00000076382.17","SPAG5",0.61060573046587,26.0101351511329,1.20896032500861e-112,1.97655575085197e-117,0.664036148287969,"protein_coding"
"ENST00000585124.6","AURKB-214","ENSP00000463999.1","ENSG00000178999.13","AURKB",0.610116377108739,25.9769215965549,2.07975784674222e-112,3.400297310088e-117,0.655641923536812,"protein_coding"
"ENST00000543469.1","TRIM59-208","ENSP00000444313.1","ENSG00000213186.8","TRIM59",0.608202022953107,25.8474434998398,1.72056918918043e-111,2.81364031525311e-116,0.618070369756544,"protein_coding"
"ENST00000263181.7","KIF18A-201","ENSP00000263181.6","ENSG00000121621.7","KIF18A",0.604704223875448,25.6127109559256,7.87556648407259e-110,1.28837300158235e-114,0.603749069245827,"protein_coding"
"ENST00000274026.10","CCNA2-201","ENSP00000274026.5","ENSG00000145386.11","CCNA2",0.603930933535523,25.5611336960196,1.82227649779953e-109,2.98142454769969e-114,0.603930933535523,"protein_coding"
"ENST00000366991.5","DTL-201","ENSP00000355958.4","ENSG00000143476.18","DTL",0.602372764814006,25.4575508401553,9.8113995926936e-109,1.60553094300337e-113,0.608088277398777,"protein_coding"
"ENST00000369390.7","FAM72B-202","ENSP00000358397.3","ENSG00000188610.12","FAM72B",0.601675965241577,25.411377556226,2.07674040397846e-108,3.39858672467263e-113,0.659919627535476,"protein_coding"
"ENST00000314355.7","CKS2-201","ENSP00000364976.3","ENSG00000123975.5","CKS2",0.600742980723111,25.3496958504358,5.65119587601915e-108,9.24939584932265e-113,0.600742980723111,"protein_coding"
"ENST00000371975.9","RAD54L-201","ENSP00000361043.4","ENSG00000085999.13","RAD54L",0.598988254206416,25.2341252150095,3.68105780747722e-107,6.025926641474e-112,0.618745532077325,"protein_coding"
"ENST00000257934.9","ESPL1-201","ENSP00000257934.4","ENSG00000135476.12","ESPL1",0.598041757501089,25.1720223734737,1.00661395942514e-106,1.64799849286217e-111,0.673752299376853,"protein_coding"
"ENST00000265148.9","CENPE-201","ENSP00000265148.3","ENSG00000138778.14","CENPE",0.597710629086865,25.1503346859036,1.43006888331877e-106,2.34138132112835e-111,0.634980337793876,"protein_coding"
"ENST00000240423.9","NCAPH-201","ENSP00000240423.4","ENSG00000121152.10","NCAPH",0.597693073682818,25.149185431168,1.45690344238653e-106,2.38535527675972e-111,0.644814009543671,"protein_coding"
"ENST00000300035.9","PCLAF-201","ENSP00000300035.4","ENSG00000166803.14","PCLAF",0.59694019164787,25.0999513103045,3.23177749798557e-106,5.29226983589161e-111,0.612657592617427,"protein_coding"
"ENST00000343380.6","E2F1-201","ENSP00000345571.5","ENSG00000101412.13","E2F1",0.595759740358074,25.0229638501517,1.12243930254732e-105,1.83837674028322e-110,0.595759740358074,"protein_coding"
"ENST00000412997.6","SGO1-203","ENSP00000410458.1","ENSG00000129810.15","SGO1",0.586069757946307,24.4003312301373,2.54204523106684e-101,4.16899586890831e-106,0.633901942580072,"protein_coding"
"ENST00000411486.7","HJURP-202","ENSP00000414109.1","ENSG00000123485.12","HJURP",0.585787844471487,24.3824602272646,3.38604999576951e-101,5.55335967685616e-106,0.699007608362439,"protein_coding"
"ENST00000584486.6","FAM72C-202","ENSP00000463032.1","ENSG00000263513.6","FAM72C",0.583128983477505,24.2145698319577,4.98904629368049e-100,8.18493666318944e-105,0.589554846953794,"protein_coding"
"ENST00000530374.6","CYHR1-209","ENSP00000433769.1","ENSG00000187954.13","CYHR1",0.58249760697026,24.174876327579,9.41592433042628e-100,1.54488577834358e-104,0.010698615366177,"protein_coding"
"ENST00000409248.10","C4orf48-201","ENSP00000386807.5","ENSG00000243449.8","C4orf48",0.58222959018184,24.1580466340326,1.23244989843846e-99,2.0221998136686e-104,0.577434459222141,"protein_coding"
"ENST00000372568.4","UBE2C-205","ENSP00000361649.4","ENSG00000175063.17","UBE2C",0.580555823639844,24.0532138676204,6.58297788559826e-99,1.08039879299507e-103,0.720445692244126,"protein_coding"
"ENST00000494554.2","KIFC1-214","ENSP00000484508.1","ENSG00000237649.8","KIFC1",0.580543218069403,24.0524260958185,6.66622875052623e-99,1.09407988684166e-103,0.643221701774239,"protein_coding"
"ENST00000374298.4","AUNIP-201","ENSP00000363416.4","ENSG00000127423.11","AUNIP",0.579870917196699,24.0104491097436,1.30308127109104e-98,2.13879340690517e-103,0.587818657205021,"protein_coding"
"ENST00000220514.8","OIP5-201","ENSP00000220514.3","ENSG00000104147.9","OIP5",0.579647650067617,23.9965251625719,1.62731756350173e-98,2.67114927858858e-103,0.580740661435198,"protein_coding"
"ENST00000334463.4","ERCC6L-201","ENSP00000334675.3","ENSG00000186871.7","ERCC6L",0.579211539668952,23.9693508130148,2.51057671831945e-98,4.12130721854236e-103,0.589340357085644,"protein_coding"
"ENST00000301019.9","CDT1-201","ENSP00000301019.4","ENSG00000167513.9","CDT1",0.577254703781333,23.8477990688089,1.74283321238551e-97,2.86165412604553e-102,0.576554506996757,"protein_coding"
"ENST00000394249.8","PRC1-202","ENSP00000377793.3","ENSG00000198901.14","PRC1",0.574549387450296,23.6807676541383,2.48446301952954e-96,4.08105230055116e-101,0.653993150711495,"protein_coding"
"ENST00000578845.2","CDKN2A-212","ENSP00000467390.1","ENSG00000147889.18","CDKN2A",0.569946970554018,23.3992578608468,2.15702729716753e-94,3.54593430515285e-99,0.56364320172661,"protein_coding"
"ENST00000335183.11","CDKN3-202","ENSP00000335357.6","ENSG00000100526.21","CDKN3",0.568489169882451,23.3107750949936,8.74114406589124e-94,1.43721540050826e-98,0.683832200542535,"protein_coding"
"ENST00000369798.7","TTK-202","ENSP00000358813.2","ENSG00000112742.10","TTK",0.566859858364835,23.2122661036272,4.14185177703827e-93,6.8113599806576e-98,0.58449109040157,"protein_coding"
"ENST00000361627.8","ARHGAP11A-201","ENSP00000355090.3","ENSG00000198826.11","ARHGAP11A",0.565591391944409,23.1358520548764,1.38225143311871e-92,2.27347724982106e-97,0.597078326792209,"protein_coding"
"ENST00000281453.10","CENPU-201","ENSP00000281453.5","ENSG00000151725.12","CENPU",0.564139915781489,23.0487093641147,5.45425854902689e-92,8.9720005083348e-97,0.619624200360891,"protein_coding"
"ENST00000301634.12","TK1-201","ENSP00000301634.6","ENSG00000167900.12","TK1",0.56388035564569,23.0331591917551,6.96643902054288e-92,1.1460220801051e-96,0.570875192837943,"protein_coding"
"ENST00000373055.6","CDCA8-202","ENSP00000362146.1","ENSG00000134690.11","CDCA8",0.563438401588782,23.0067048714321,1.05623858879913e-91,1.73772039682005e-96,0.672384929130868,"protein_coding"
"ENST00000455785.7","STMN1-206","ENSP00000387858.2","ENSG00000117632.23","STMN1",0.562474733314108,22.9491222177442,2.61175228269791e-91,4.29769508926612e-96,0.580836268112356,"protein_coding"
"ENST00000541717.4","MELK-209","ENSP00000437804.1","ENSG00000165304.8","MELK",0.561550971854947,22.894052577466,6.20364671137681e-91,1.02092433331306e-95,0.681126491370048,"protein_coding"
"ENST00000240488.8","MND1-201","ENSP00000240488.3","ENSG00000121211.8","MND1",0.560779574351328,22.8481618744817,1.27492972117986e-90,2.09830434690563e-95,0.593711257326064,"protein_coding"
"ENST00000305188.13","ESCO2-201","ENSP00000306999.8","ENSG00000171320.15","ESCO2",0.559820529226783,22.7912289351497,3.1135292302669e-90,5.12515099632412e-95,0.570630817136479,"protein_coding"
"ENST00000280614.4","NOCT-201","ENSP00000280614.2","ENSG00000151014.6","NOCT",0.558575291703724,22.7175053582406,9.88140612720003e-90,1.62702420878271e-94,0.553304622635869,"protein_coding"
"ENST00000394894.8","KIF20A-201","ENSP00000378356.3","ENSG00000112984.12","KIF20A",0.558494848498002,22.7127504589832,1.06448784890612e-89,1.75279157087175e-94,0.672451920170312,"protein_coding"
"ENST00000367409.9","ASPM-203","ENSP00000356379.4","ENSG00000066279.19","ASPM",0.557672178541243,22.6641768314506,2.27636025269316e-89,3.74900814027432e-94,0.662129643160033,"protein_coding"
"ENST00000550845.5","DYNLL1-209","ENSP00000447494.1","ENSG00000088986.11","DYNLL1",0.557478656901295,22.6527646629469,2.72126813861518e-89,4.48181451730159e-94,0.189474800454677,"protein_coding"
